interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00013789,CUST002433,2021-06-10,Inquiry,In-Person,1,4,Resolved,AGT173
INT00013790,CUST013750,2025-01-26,Policy Change,Email,1,4,Resolved,AGT187
INT00013791,CUST014694,2025-01-13,Claim Support,Mobile App,16,1,Resolved,AGT069
INT00013792,CUST014476,2024-05-03,Inquiry,Phone,10,2,Resolved,AGT177
INT00013793,CUST003006,2025-03-18,Inquiry,Chat,4,4,Resolved,AGT151
INT00013794,CUST001844,2024-03-25,Policy Change,Phone,35,4,Closed,AGT014
INT00013795,CUST014841,2025-04-09,Inquiry,Chat,13,2,Resolved,AGT147
INT00013796,CUST011661,2024-05-17,Inquiry,Mobile App,15,4,Resolved,AGT031
INT00013797,CUST005014,2022-04-17,Cancellation Request,Phone,9,3,Escalated,AGT151
INT00013798,CUST010629,2022-06-22,Policy Change,Email,4,4,Resolved,AGT148
INT00013799,CUST008214,2024-05-19,Claim Support,Phone,1,5,Resolved,AGT080
INT00013800,CUST009057,2024-10-07,Cancellation Request,Phone,9,2,Escalated,AGT035
INT00013801,CUST003819,2023-10-17,Claim Support,Email,30,2,Resolved,AGT136
INT00013802,CUST014022,2024-10-31,Policy Change,Phone,1,4,Closed,AGT012
INT00013803,CUST009891,2023-06-09,Billing Question,In-Person,4,4,Resolved,AGT086
INT00013804,CUST006023,2024-04-01,Billing Question,Phone,3,2,Pending,AGT189
INT00013805,CUST001533,2024-07-20,Claim Support,Chat,3,4,Resolved,AGT085
INT00013806,CUST002860,2024-11-23,Claim Support,Mobile App,2,2,Resolved,AGT039
INT00013807,CUST001433,2023-09-13,Policy Change,Chat,8,4,Resolved,AGT056
INT00013808,CUST010867,2024-05-01,Inquiry,In-Person,10,5,Escalated,AGT114
INT00013809,CUST011965,2024-06-06,Inquiry,Phone,6,3,Pending,AGT008
INT00013810,CUST012076,2024-05-15,Policy Change,Phone,33,4,Resolved,AGT190
INT00013811,CUST007416,2021-12-02,Inquiry,Phone,40,3,Escalated,AGT042
INT00013812,CUST009492,2025-02-15,Claim Support,In-Person,1,3,Resolved,AGT071
INT00013813,CUST012953,2025-04-18,Claim Support,Chat,1,3,Resolved,AGT096
INT00013814,CUST011741,2023-09-29,Inquiry,Phone,21,4,Pending,AGT049
INT00013815,CUST001414,2023-09-06,Claim Support,Mobile App,20,4,Resolved,AGT178
INT00013816,CUST012065,2021-02-06,Inquiry,Chat,5,3,Resolved,AGT109
INT00013817,CUST010878,2024-10-13,Policy Change,Chat,27,3,Resolved,AGT125
INT00013818,CUST000632,2024-09-15,Claim Support,Phone,21,3,Resolved,AGT187
INT00013819,CUST014998,2025-06-14,Claim Support,Phone,10,4,Resolved,AGT111
INT00013820,CUST005171,2025-06-14,Inquiry,Phone,17,3,Escalated,AGT026
INT00013821,CUST001583,2024-04-22,Claim Support,Phone,22,4,Resolved,AGT134
INT00013822,CUST011626,2025-06-08,Complaint,Phone,1,3,Resolved,AGT167
INT00013823,CUST014462,2025-05-06,Complaint,Phone,11,2,Resolved,AGT162
INT00013824,CUST011012,2022-10-01,Policy Change,Email,33,4,Resolved,AGT115
INT00013825,CUST013481,2025-06-22,Claim Support,In-Person,59,2,Resolved,AGT154
INT00013826,CUST010464,2023-01-02,Claim Support,In-Person,11,3,Resolved,AGT056
INT00013827,CUST004945,2024-11-07,Inquiry,Chat,5,3,Escalated,AGT083
INT00013828,CUST003101,2025-06-11,Claim Support,Phone,1,5,Resolved,AGT021
INT00013829,CUST011741,2023-03-27,Policy Change,In-Person,31,2,Pending,AGT101
INT00013830,CUST007716,2021-10-20,Claim Support,Phone,32,3,Resolved,AGT012
INT00013831,CUST008823,2023-12-29,Complaint,Phone,33,2,Resolved,AGT163
INT00013832,CUST006606,2024-01-08,Inquiry,Email,21,1,Resolved,AGT142
INT00013833,CUST009769,2023-08-06,Claim Support,Email,5,4,Resolved,AGT148
INT00013834,CUST001474,2022-06-11,Claim Support,Phone,21,3,Resolved,AGT180
INT00013835,CUST009264,2024-12-23,Policy Change,Phone,30,4,Resolved,AGT191
INT00013836,CUST014807,2021-06-14,Billing Question,Phone,10,4,Resolved,AGT152
INT00013837,CUST002657,2025-05-22,New Policy,Email,5,4,Resolved,AGT095
INT00013838,CUST008712,2025-06-13,Billing Question,Chat,1,5,Resolved,AGT084
INT00013839,CUST012944,2025-03-12,Complaint,Phone,53,1,Resolved,AGT178
INT00013840,CUST003952,2022-12-29,Complaint,Mobile App,5,2,Resolved,AGT167
INT00013841,CUST008037,2024-12-30,Inquiry,Email,18,3,Closed,AGT027
INT00013842,CUST013262,2024-04-07,Complaint,Phone,53,1,Resolved,AGT198
INT00013843,CUST013361,2025-02-16,Claim Support,Mobile App,19,5,Resolved,AGT158
INT00013844,CUST010328,2025-03-01,New Policy,Chat,5,4,Resolved,AGT090
INT00013845,CUST004554,2022-10-22,Complaint,Email,45,2,Escalated,AGT068
INT00013846,CUST001436,2023-02-05,Inquiry,Email,3,4,Resolved,AGT015
INT00013847,CUST001048,2021-07-22,Policy Change,Chat,6,3,Escalated,AGT004
INT00013848,CUST008090,2021-11-06,Complaint,Phone,33,2,Escalated,AGT049
INT00013849,CUST010809,2025-06-18,Billing Question,Chat,11,3,Resolved,AGT118
INT00013850,CUST006338,2025-03-08,Claim Support,Email,1,3,Pending,AGT092
INT00013851,CUST008412,2025-02-17,Complaint,Chat,21,3,Resolved,AGT091
INT00013852,CUST005475,2025-02-09,Complaint,Phone,26,1,Pending,AGT140
INT00013853,CUST003505,2022-12-26,Complaint,Phone,34,1,Resolved,AGT070
INT00013854,CUST010316,2021-09-24,Cancellation Request,Email,1,4,Resolved,AGT125
INT00013855,CUST002207,2024-12-18,Billing Question,Email,1,4,Resolved,AGT163
INT00013856,CUST010925,2022-10-21,Inquiry,Email,3,5,Resolved,AGT023
INT00013857,CUST011525,2021-03-26,Inquiry,Chat,1,3,Pending,AGT006
INT00013858,CUST012070,2021-02-26,Claim Support,Phone,14,3,Resolved,AGT121
INT00013859,CUST011900,2024-05-27,Claim Support,Email,3,2,Resolved,AGT117
INT00013860,CUST003308,2022-09-24,Policy Change,Phone,10,4,Resolved,AGT013
INT00013861,CUST000324,2023-12-29,Policy Change,Mobile App,1,3,Resolved,AGT133
INT00013862,CUST013564,2021-01-11,Complaint,Email,20,3,Resolved,AGT011
INT00013863,CUST005336,2024-01-12,Inquiry,In-Person,1,4,Resolved,AGT199
INT00013864,CUST006093,2024-02-17,Inquiry,Phone,13,4,Resolved,AGT143
INT00013865,CUST002139,2022-06-05,Billing Question,Chat,1,3,Resolved,AGT089
INT00013866,CUST006422,2023-10-31,Inquiry,Email,1,2,Resolved,AGT158
INT00013867,CUST010572,2025-02-15,Inquiry,Email,11,4,Resolved,AGT178
INT00013868,CUST012272,2023-12-28,Claim Support,Email,7,5,Pending,AGT092
INT00013869,CUST011891,2025-01-11,Cancellation Request,Email,1,3,Resolved,AGT034
INT00013870,CUST008791,2023-06-17,Inquiry,Phone,1,3,Resolved,AGT085
INT00013871,CUST014403,2024-11-13,Claim Support,Email,8,4,Resolved,AGT052
INT00013872,CUST001982,2025-01-14,Policy Change,Email,17,3,Resolved,AGT028
INT00013873,CUST004753,2024-04-11,Inquiry,Phone,3,3,Resolved,AGT032
INT00013874,CUST012174,2022-11-21,Complaint,Chat,23,2,Resolved,AGT087
INT00013875,CUST008714,2025-06-02,Policy Change,In-Person,12,4,Resolved,AGT098
INT00013876,CUST000770,2023-10-21,Inquiry,Phone,11,3,Resolved,AGT160
INT00013877,CUST004149,2024-05-24,Inquiry,Phone,24,4,Escalated,AGT085
INT00013878,CUST009067,2025-04-11,New Policy,Chat,15,4,Resolved,AGT041
INT00013879,CUST001529,2023-08-05,Inquiry,Email,1,2,Pending,AGT002
INT00013880,CUST012502,2025-03-23,Inquiry,Email,1,3,Resolved,AGT094
INT00013881,CUST002260,2023-03-25,Inquiry,Mobile App,9,3,Resolved,AGT053
INT00013882,CUST008839,2022-06-17,Complaint,Phone,84,1,Escalated,AGT111
INT00013883,CUST007007,2022-06-20,Complaint,In-Person,144,1,Resolved,AGT053
INT00013884,CUST001363,2023-06-20,New Policy,Mobile App,6,3,Resolved,AGT044
INT00013885,CUST011917,2022-09-10,Inquiry,Phone,1,5,Resolved,AGT056
INT00013886,CUST000348,2025-03-13,Billing Question,Phone,6,3,Escalated,AGT134
INT00013887,CUST006223,2025-03-13,Inquiry,Chat,11,4,Resolved,AGT067
INT00013888,CUST013364,2025-04-10,Billing Question,In-Person,2,4,Resolved,AGT019
INT00013889,CUST002842,2020-11-04,Policy Change,Phone,2,3,Resolved,AGT097
INT00013890,CUST008202,2022-03-14,Complaint,Mobile App,63,2,Resolved,AGT063
INT00013891,CUST012621,2024-11-12,Inquiry,Phone,43,5,Resolved,AGT033
INT00013892,CUST000147,2022-07-16,Claim Support,In-Person,9,3,Pending,AGT117
INT00013893,CUST007211,2021-12-01,Complaint,Email,18,4,Resolved,AGT072
INT00013894,CUST006993,2022-01-17,Inquiry,Phone,2,4,Resolved,AGT047
INT00013895,CUST001691,2023-06-10,Inquiry,In-Person,32,3,Resolved,AGT181
INT00013896,CUST014137,2024-06-17,Claim Support,Email,20,4,Resolved,AGT169
INT00013897,CUST000295,2023-06-03,Policy Change,Email,8,4,Pending,AGT061
INT00013898,CUST008360,2025-05-05,Claim Support,Chat,21,4,Resolved,AGT116
INT00013899,CUST012204,2023-08-05,Inquiry,Mobile App,1,5,Resolved,AGT144
INT00013900,CUST001329,2022-06-08,Policy Change,Phone,28,4,Pending,AGT054
INT00013901,CUST009630,2025-04-03,Claim Support,Mobile App,75,3,Pending,AGT090
INT00013902,CUST011946,2025-03-08,Policy Change,Chat,21,4,Resolved,AGT131
INT00013903,CUST002076,2023-08-14,Inquiry,Chat,29,2,Resolved,AGT194
INT00013904,CUST009772,2025-06-07,Inquiry,Email,1,3,Resolved,AGT075
INT00013905,CUST002338,2025-01-05,Inquiry,Email,4,3,Resolved,AGT110
INT00013906,CUST014472,2024-11-28,Claim Support,Phone,1,3,Resolved,AGT033
INT00013907,CUST006694,2024-10-21,Inquiry,Phone,21,2,Resolved,AGT174
INT00013908,CUST006919,2024-01-03,Claim Support,Mobile App,4,3,Pending,AGT133
INT00013909,CUST007327,2024-01-30,Billing Question,Mobile App,12,4,Resolved,AGT097
INT00013910,CUST014145,2025-03-16,Billing Question,Email,1,4,Escalated,AGT169
INT00013911,CUST014127,2022-09-27,Policy Change,Email,1,3,Resolved,AGT088
INT00013912,CUST003558,2022-12-22,Inquiry,Chat,8,4,Resolved,AGT100
INT00013913,CUST000112,2024-07-24,Inquiry,Chat,1,2,Escalated,AGT096
INT00013914,CUST013614,2024-03-14,Policy Change,Phone,7,4,Resolved,AGT171
INT00013915,CUST000059,2023-04-16,New Policy,Mobile App,52,2,Resolved,AGT124
INT00013916,CUST002370,2024-02-27,Inquiry,In-Person,5,5,Escalated,AGT091
INT00013917,CUST005731,2025-06-08,Complaint,Phone,36,2,Pending,AGT135
INT00013918,CUST005921,2025-01-30,Inquiry,Chat,9,4,Resolved,AGT197
INT00013919,CUST002077,2024-12-10,Claim Support,Mobile App,13,3,Resolved,AGT143
INT00013920,CUST005697,2024-03-09,Billing Question,Email,4,4,Resolved,AGT154
INT00013921,CUST009593,2024-07-06,Policy Change,Email,6,3,Resolved,AGT050
INT00013922,CUST014648,2023-09-12,Complaint,Chat,4,4,Resolved,AGT160
INT00013923,CUST014379,2021-01-27,Inquiry,Mobile App,1,3,Resolved,AGT119
INT00013924,CUST007245,2021-10-13,Inquiry,Phone,12,3,Resolved,AGT093
INT00013925,CUST007090,2024-02-26,Policy Change,Email,44,3,Pending,AGT054
INT00013926,CUST009095,2025-04-03,Billing Question,Mobile App,4,4,Resolved,AGT070
INT00013927,CUST010333,2023-09-27,Complaint,Mobile App,53,3,Resolved,AGT151
INT00013928,CUST004816,2025-03-17,Complaint,Mobile App,9,3,Resolved,AGT059
INT00013929,CUST003603,2021-11-29,Claim Support,Phone,44,4,Pending,AGT006
INT00013930,CUST009323,2024-02-03,Inquiry,Phone,20,4,Resolved,AGT089
INT00013931,CUST003307,2024-01-02,Billing Question,Email,7,4,Resolved,AGT061
INT00013932,CUST001590,2024-01-22,Inquiry,Phone,9,3,Resolved,AGT182
INT00013933,CUST010539,2022-03-09,Claim Support,Email,25,4,Resolved,AGT171
INT00013934,CUST009157,2024-05-01,Claim Support,Mobile App,6,3,Resolved,AGT126
INT00013935,CUST007236,2023-12-30,Billing Question,Email,2,4,Resolved,AGT068
INT00013936,CUST010689,2022-09-20,Inquiry,Mobile App,10,5,Resolved,AGT055
INT00013937,CUST014343,2022-06-24,Claim Support,Email,14,4,Resolved,AGT019
INT00013938,CUST001546,2023-10-02,Billing Question,Chat,6,3,Pending,AGT136
INT00013939,CUST002908,2025-06-23,Inquiry,Phone,25,4,Resolved,AGT002
INT00013940,CUST011978,2025-05-08,Inquiry,Chat,16,2,Resolved,AGT065
INT00013941,CUST005783,2022-07-22,Billing Question,Email,13,2,Escalated,AGT119
INT00013942,CUST009261,2024-11-08,Inquiry,Chat,10,3,Resolved,AGT074
INT00013943,CUST000228,2023-10-15,Inquiry,Phone,4,3,Resolved,AGT133
INT00013944,CUST009483,2021-07-30,Complaint,Phone,21,2,Closed,AGT158
INT00013945,CUST014114,2024-04-01,Policy Change,Phone,18,3,Resolved,AGT036
INT00013946,CUST001670,2024-03-17,Policy Change,Email,1,2,Resolved,AGT144
INT00013947,CUST011743,2024-04-16,Policy Change,Phone,21,3,Resolved,AGT195
INT00013948,CUST013149,2022-04-11,Claim Support,Phone,13,4,Resolved,AGT061
INT00013949,CUST012712,2025-05-20,Complaint,Chat,34,3,Pending,AGT008
INT00013950,CUST000018,2023-12-14,Claim Support,Email,2,3,Resolved,AGT065
INT00013951,CUST011925,2023-12-25,Inquiry,Mobile App,12,3,Resolved,AGT031
INT00013952,CUST004357,2025-05-20,Inquiry,Phone,27,2,Pending,AGT148
INT00013953,CUST000234,2025-04-17,Inquiry,Mobile App,1,5,Resolved,AGT042
INT00013954,CUST006119,2023-11-28,Billing Question,Mobile App,4,4,Resolved,AGT059
INT00013955,CUST011220,2024-09-01,Complaint,In-Person,10,3,Resolved,AGT038
INT00013956,CUST007984,2025-04-22,Inquiry,Email,1,3,Resolved,AGT044
INT00013957,CUST010939,2023-10-23,Inquiry,Mobile App,18,3,Pending,AGT057
INT00013958,CUST010741,2023-03-06,Policy Change,Phone,1,3,Pending,AGT175
INT00013959,CUST005113,2025-01-31,Complaint,Email,13,3,Resolved,AGT066
INT00013960,CUST000197,2023-05-26,Inquiry,Phone,4,4,Resolved,AGT058
INT00013961,CUST009778,2022-04-05,Policy Change,Chat,1,3,Resolved,AGT136
INT00013962,CUST001862,2024-02-21,Billing Question,Phone,16,2,Escalated,AGT027
INT00013963,CUST012710,2025-04-11,Inquiry,Phone,22,3,Resolved,AGT165
INT00013964,CUST014080,2025-05-03,Inquiry,Phone,21,3,Resolved,AGT125
INT00013965,CUST008833,2025-06-11,Billing Question,Chat,4,3,Resolved,AGT176
INT00013966,CUST008098,2022-09-14,Policy Change,Chat,99,1,Escalated,AGT197
INT00013967,CUST002076,2023-12-25,Inquiry,Chat,1,3,Pending,AGT022
INT00013968,CUST002891,2023-11-27,Policy Change,Phone,4,4,Escalated,AGT153
INT00013969,CUST013445,2024-06-03,Policy Change,Email,8,3,Resolved,AGT193
INT00013970,CUST002664,2025-06-14,Inquiry,Email,5,4,Resolved,AGT096
INT00013971,CUST003897,2021-01-24,Complaint,Chat,1,4,Resolved,AGT145
INT00013972,CUST005952,2025-05-26,Complaint,Phone,41,3,Pending,AGT052
INT00013973,CUST005337,2024-08-29,Claim Support,Phone,28,4,Resolved,AGT073
INT00013974,CUST009332,2025-05-26,Inquiry,Phone,34,3,Resolved,AGT129
INT00013975,CUST014175,2024-10-13,Policy Change,Email,9,4,Resolved,AGT003
INT00013976,CUST012184,2024-03-16,Policy Change,Chat,7,3,Escalated,AGT123
INT00013977,CUST001105,2025-03-06,Complaint,Chat,37,3,Resolved,AGT121
INT00013978,CUST007142,2025-07-01,New Policy,Phone,2,3,Pending,AGT179
INT00013979,CUST000935,2025-05-09,Inquiry,Phone,50,2,Resolved,AGT128
INT00013980,CUST006788,2024-06-16,Inquiry,In-Person,32,3,Pending,AGT055
INT00013981,CUST014205,2023-12-31,Complaint,Phone,13,2,Pending,AGT004
INT00013982,CUST004543,2025-06-17,Billing Question,Phone,1,4,Resolved,AGT188
INT00013983,CUST002143,2023-10-26,Billing Question,Email,13,5,Resolved,AGT193
INT00013984,CUST008467,2024-03-02,Inquiry,Mobile App,4,3,Resolved,AGT028
INT00013985,CUST009852,2024-07-15,Inquiry,Email,10,3,Resolved,AGT172
INT00013986,CUST014255,2024-12-24,Complaint,Phone,3,3,Resolved,AGT113
INT00013987,CUST008286,2024-12-27,Claim Support,Mobile App,2,3,Pending,AGT118
INT00013988,CUST003036,2024-02-27,Policy Change,Email,13,3,Resolved,AGT024
INT00013989,CUST008298,2025-04-12,Inquiry,Email,4,4,Resolved,AGT150
INT00013990,CUST013614,2025-01-08,New Policy,Chat,4,3,Resolved,AGT101
INT00013991,CUST004069,2023-03-04,Billing Question,Email,15,3,Resolved,AGT124
INT00013992,CUST007589,2024-06-15,Complaint,Phone,19,3,Resolved,AGT047
INT00013993,CUST011870,2022-09-22,Policy Change,Email,11,4,Escalated,AGT092
INT00013994,CUST011427,2021-12-31,Billing Question,Email,7,3,Resolved,AGT112
INT00013995,CUST000198,2022-12-15,Claim Support,Email,21,4,Resolved,AGT004
INT00013996,CUST014924,2024-12-03,Complaint,Chat,1,1,Escalated,AGT193
INT00013997,CUST000699,2022-01-16,Complaint,Email,5,1,Resolved,AGT056
INT00013998,CUST002830,2024-08-31,Inquiry,Chat,8,5,Resolved,AGT101
INT00013999,CUST006383,2024-10-25,Inquiry,Phone,2,4,Resolved,AGT158
INT00014000,CUST010035,2024-11-09,Policy Change,Email,18,5,Resolved,AGT171
INT00014001,CUST007267,2024-09-28,New Policy,Email,23,5,Resolved,AGT056
INT00014002,CUST013606,2025-04-27,Inquiry,In-Person,14,4,Resolved,AGT040
INT00014003,CUST011493,2023-02-24,Inquiry,In-Person,1,3,Resolved,AGT001
INT00014004,CUST012210,2024-05-26,Complaint,Chat,28,2,Resolved,AGT091
INT00014005,CUST001107,2023-08-11,Claim Support,Chat,16,4,Resolved,AGT197
INT00014006,CUST012045,2022-06-30,Complaint,Mobile App,7,3,Resolved,AGT020
INT00014007,CUST012608,2024-11-26,Complaint,Phone,46,1,Escalated,AGT059
INT00014008,CUST004439,2024-04-24,Inquiry,Phone,35,3,Resolved,AGT003
INT00014009,CUST006031,2024-10-14,Policy Change,Chat,1,3,Resolved,AGT022
INT00014010,CUST001103,2023-03-18,Policy Change,Mobile App,7,4,Resolved,AGT015
INT00014011,CUST001440,2024-05-21,Billing Question,Phone,2,3,Resolved,AGT071
INT00014012,CUST003129,2024-12-26,Policy Change,Chat,6,3,Resolved,AGT143
INT00014013,CUST009991,2025-06-01,Complaint,Phone,30,2,Resolved,AGT033
INT00014014,CUST003578,2025-03-19,Policy Change,Phone,9,4,Resolved,AGT126
INT00014015,CUST008388,2023-06-07,Claim Support,Email,18,2,Closed,AGT150
INT00014016,CUST002335,2024-10-06,Claim Support,Phone,60,4,Resolved,AGT111
INT00014017,CUST004897,2025-04-10,Complaint,Email,9,2,Resolved,AGT115
INT00014018,CUST000479,2024-09-12,Billing Question,Email,7,3,Resolved,AGT067
INT00014019,CUST012593,2022-10-11,Policy Change,Phone,2,3,Resolved,AGT083
INT00014020,CUST002455,2025-05-05,Inquiry,In-Person,70,3,Resolved,AGT021
INT00014021,CUST008586,2025-06-29,Inquiry,Chat,13,4,Resolved,AGT146
INT00014022,CUST007278,2025-04-15,Policy Change,Chat,4,2,Closed,AGT097
INT00014023,CUST013394,2024-07-29,Inquiry,Phone,8,4,Resolved,AGT075
INT00014024,CUST014737,2021-04-12,Policy Change,Chat,17,4,Resolved,AGT119
INT00014025,CUST003958,2023-05-10,New Policy,Phone,35,3,Resolved,AGT135
INT00014026,CUST006598,2025-02-12,Inquiry,Chat,3,4,Resolved,AGT184
INT00014027,CUST008573,2023-05-31,Claim Support,Chat,4,4,Escalated,AGT187
INT00014028,CUST002404,2025-05-30,Inquiry,Email,1,5,Resolved,AGT023
INT00014029,CUST008382,2021-05-21,Policy Change,Email,1,3,Pending,AGT061
INT00014030,CUST003799,2025-04-21,Complaint,Email,1,2,Resolved,AGT143
INT00014031,CUST011633,2022-08-31,Inquiry,Chat,9,4,Resolved,AGT067
INT00014032,CUST000416,2024-09-14,Inquiry,Chat,5,5,Resolved,AGT017
INT00014033,CUST004797,2024-08-24,New Policy,Phone,34,3,Resolved,AGT030
INT00014034,CUST011150,2024-12-12,Inquiry,Phone,6,4,Resolved,AGT037
INT00014035,CUST011398,2021-04-19,Inquiry,Phone,2,3,Pending,AGT079
INT00014036,CUST002679,2023-12-18,Policy Change,Phone,54,4,Resolved,AGT052
INT00014037,CUST004632,2024-10-26,Inquiry,Mobile App,20,3,Resolved,AGT116
INT00014038,CUST000050,2025-03-24,New Policy,Phone,1,3,Resolved,AGT123
INT00014039,CUST012933,2024-08-14,Billing Question,Email,4,5,Resolved,AGT118
INT00014040,CUST005921,2024-05-28,Inquiry,Phone,79,2,Pending,AGT054
INT00014041,CUST003594,2025-06-18,Inquiry,Phone,9,4,Resolved,AGT195
INT00014042,CUST011097,2024-03-03,Complaint,In-Person,25,2,Resolved,AGT001
INT00014043,CUST013518,2022-06-01,Policy Change,In-Person,13,4,Resolved,AGT122
INT00014044,CUST001984,2024-10-04,Complaint,Chat,23,1,Escalated,AGT130
INT00014045,CUST010249,2025-02-14,New Policy,Phone,1,3,Resolved,AGT163
INT00014046,CUST005762,2023-03-06,Complaint,Phone,18,2,Resolved,AGT106
INT00014047,CUST004723,2020-05-27,Inquiry,Email,3,4,Resolved,AGT140
INT00014048,CUST000740,2025-03-24,New Policy,Chat,21,2,Resolved,AGT088
INT00014049,CUST010713,2022-10-08,Cancellation Request,Chat,17,3,Resolved,AGT140
INT00014050,CUST009305,2025-06-18,Complaint,Phone,1,2,Resolved,AGT012
INT00014051,CUST011702,2024-07-12,Inquiry,Email,4,3,Closed,AGT155
INT00014052,CUST005355,2023-08-01,Inquiry,Phone,37,2,Resolved,AGT069
INT00014053,CUST004965,2024-01-09,Policy Change,Chat,11,5,Pending,AGT006
INT00014054,CUST001977,2023-07-06,Claim Support,Phone,4,3,Escalated,AGT001
INT00014055,CUST003185,2024-02-12,Complaint,Phone,4,3,Resolved,AGT061
INT00014056,CUST011909,2022-01-29,Claim Support,Email,4,5,Resolved,AGT150
INT00014057,CUST011099,2024-04-05,Inquiry,In-Person,9,4,Resolved,AGT058
INT00014058,CUST003550,2020-12-12,Billing Question,Email,10,3,Resolved,AGT069
INT00014059,CUST008864,2025-01-23,Complaint,Email,1,3,Resolved,AGT002
INT00014060,CUST007414,2024-04-17,Policy Change,In-Person,13,4,Resolved,AGT157
INT00014061,CUST008138,2024-02-08,Billing Question,Phone,1,3,Resolved,AGT190
INT00014062,CUST011643,2025-02-03,Policy Change,Phone,39,3,Resolved,AGT089
INT00014063,CUST004647,2025-01-04,Billing Question,In-Person,19,4,Resolved,AGT162
INT00014064,CUST005125,2025-02-20,Policy Change,Phone,59,3,Resolved,AGT106
INT00014065,CUST011216,2022-06-11,Complaint,Phone,18,2,Pending,AGT198
INT00014066,CUST012725,2024-08-10,Inquiry,Mobile App,8,5,Resolved,AGT079
INT00014067,CUST006056,2025-05-15,Inquiry,Email,3,3,Resolved,AGT134
INT00014068,CUST011122,2022-10-03,Billing Question,Chat,13,3,Resolved,AGT066
INT00014069,CUST005893,2023-01-05,Policy Change,Email,17,4,Resolved,AGT043
INT00014070,CUST012586,2022-07-03,Inquiry,In-Person,47,3,Resolved,AGT045
INT00014071,CUST000960,2024-12-10,Inquiry,Chat,13,4,Resolved,AGT097
INT00014072,CUST003960,2024-09-08,Claim Support,Email,37,2,Resolved,AGT178
INT00014073,CUST009803,2024-04-08,Billing Question,Mobile App,1,4,Resolved,AGT193
INT00014074,CUST014725,2024-12-23,Policy Change,Mobile App,25,3,Resolved,AGT067
INT00014075,CUST000835,2021-10-29,Claim Support,Email,3,4,Resolved,AGT006
INT00014076,CUST006787,2025-06-11,Inquiry,Chat,11,4,Resolved,AGT155
INT00014077,CUST011811,2023-12-16,Inquiry,Email,10,3,Resolved,AGT001
INT00014078,CUST002727,2024-09-03,Policy Change,Chat,7,4,Resolved,AGT147
INT00014079,CUST004007,2025-05-19,New Policy,Chat,13,3,Pending,AGT162
INT00014080,CUST008892,2023-08-03,Complaint,Email,4,2,Pending,AGT074
